Account,date,daily_pnl,total_trades,winning_trades,avg_trade_size_usd,long_trades,short_trades,win_rate,long_short_ratio,sentiment_score,sentiment_label
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-08,1377.9895920000001,187.0,59.0,524.9171122994652,34.0,19.0,0.3155080213903743,1.7894736841163434,70.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-09,279.587921,95.0,18.0,498.5522105263157,15.0,7.0,0.18947368421052632,2.1428571425510206,69.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-10,-271.25994299999996,97.0,26.0,586.3769072164948,7.0,6.0,0.26804123711340205,1.1666666664722223,50.0,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-11,71.390758,39.0,7.0,484.43128205128204,1.0,3.0,0.1794871794871795,0.3333333332222222,69.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-12,103.67729899999999,44.0,6.0,282.00999999999993,0.0,0.0,0.13636363636363635,0.0,62.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-13,218.429393,67.0,8.0,540.2710447761194,16.0,3.0,0.11940298507462686,5.333333331555555,61.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-14,992.803005,79.0,25.0,484.3945569620252,0.0,0.0,0.31645569620253167,0.0,63.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-15,361.15585300000004,72.0,27.0,792.0838888888889,0.0,10.0,0.375,0.0,70.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-16,319.22369499999996,88.0,23.0,467.34545454545446,0.0,3.0,0.26136363636363635,0.0,75.0,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-17,498.16985999999997,50.0,25.0,558.7280000000001,0.0,3.0,0.5,0.0,75.0,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-18,307.10504599999996,34.0,17.0,583.8729411764706,0.0,0.0,0.5,0.0,77.0,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-19,541.742729,27.0,10.0,855.0277777777779,2.0,0.0,0.37037037037037035,1999999999.9999998,77.0,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-20,2262.9444500000004,66.0,37.0,1131.505303030303,6.0,0.0,0.5606060606060606,6000000000.0,76.0,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-21,287.821918,13.0,6.0,645.5361538461538,0.0,0.0,0.46153846153846156,0.0,76.0,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-22,2867.613889,98.0,35.0,587.97,5.0,17.0,0.35714285714285715,0.2941176470415225,84.0,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-23,420.491149,26.0,12.0,501.1599999999999,3.0,0.0,0.46153846153846156,3000000000.0,75.0,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-24,553.5255989999999,40.0,18.0,583.8389999999999,0.0,3.0,0.45,0.0,75.0,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-25,416.14857599999993,36.0,20.0,607.7458333333334,0.0,1.0,0.5555555555555556,0.0,75.0,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-26,535.938645,18.0,16.0,586.3983333333334,2.0,13.0,0.8888888888888888,0.15384615383431952,73.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-27,1295.825632,83.0,34.0,600.490361445783,19.0,3.0,0.40963855421686746,6.333333331222222,71.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-28,475.702642,43.0,27.0,577.7765116279069,2.0,24.0,0.627906976744186,0.0833333333298611,72.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-29,41.935052,14.0,3.0,446.21642857142854,2.0,0.0,0.21428571428571427,1999999999.9999998,72.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-30,783.8293170000001,44.0,19.0,634.8495454545455,1.0,13.0,0.4318181818181818,0.07692307691715976,70.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-31,488.58224099999995,57.0,23.0,426.12614035087717,1.0,5.0,0.40350877192982454,0.19999999996,76.0,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-01,526.4482089999999,33.0,23.0,490.5812121212121,1.0,0.0,0.696969696969697,999999999.9999999,68.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-02,-782.6517170000001,108.0,27.0,475.5567592592593,25.0,1.0,0.25,24.999999974999998,60.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-03,2440.916534,182.0,73.0,633.5157142857144,12.0,18.0,0.4010989010989011,0.6666666666296296,44.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-04,874.3810560000001,34.0,16.0,389.9655882352941,4.0,2.0,0.47058823529411764,1.999999999,72.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-05,32.72269,3.0,1.0,431.90000000000003,0.0,0.0,0.3333333333333333,0.0,54.0,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-06,922.6724320000001,63.0,15.0,414.61682539682533,10.0,5.0,0.23809523809523808,1.9999999996,49.0,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-07,126.11297599999999,17.0,14.0,288.2288235294118,0.0,0.0,0.8235294117647058,0.0,44.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-08,78.902492,22.0,5.0,532.6045454545455,9.0,0.0,0.22727272727272727,9000000000.0,44.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-09,378.02795399999997,29.0,22.0,352.76931034482755,0.0,0.0,0.7586206896551724,0.0,46.0,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-10,4.42722,6.0,2.0,521.32,0.0,0.0,0.3333333333333333,0.0,43.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-11,314.918282,17.0,7.0,456.2617647058824,3.0,2.0,0.4117647058823529,1.49999999925,47.0,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-12,117.09923500000001,5.0,4.0,661.658,0.0,0.0,0.8,0.0,46.0,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-13,534.854304,47.0,27.0,383.71595744680855,1.0,14.0,0.574468085106383,0.07142857142346938,50.0,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-14,-10.63068999999993,47.0,32.0,315.58212765957444,0.0,23.0,0.6808510638297872,0.0,48.0,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-15,231.07204000000002,21.0,5.0,367.2038095238096,8.0,0.0,0.23809523809523808,7999999999.999999,50.0,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-16,278.922501,41.0,17.0,396.6439024390244,0.0,0.0,0.4146341463414634,0.0,54.0,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-17,19.482564999999997,13.0,5.0,392.2353846153846,3.0,0.0,0.38461538461538464,3000000000.0,51.0,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-18,336.64107,54.0,20.0,415.7527777777778,8.0,4.0,0.37037037037037035,1.9999999995,47.0,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-19,89.26119700000001,22.0,6.0,303.9009090909091,5.0,2.0,0.2727272727272727,2.49999999875,44.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-20,168.023469,13.0,11.0,378.7576923076923,0.0,0.0,0.8461538461538461,0.0,49.0,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-21,165.776644,15.0,11.0,301.5906666666667,0.0,1.0,0.7333333333333333,0.0,55.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-22,31.523152,18.0,2.0,343.5366666666667,0.0,0.0,0.1111111111111111,0.0,49.0,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-23,122.057796,7.0,5.0,369.99285714285725,0.0,0.0,0.7142857142857143,0.0,50.0,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-24,437.1854579999999,29.0,11.0,543.7444827586207,3.0,0.0,0.3793103448275862,3000000000.0,49.0,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-25,3455.5848560000004,190.0,70.0,512.5179473684211,7.0,0.0,0.3684210526315789,7000000000.0,25.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-26,-200.798196,28.0,3.0,603.3185714285715,0.0,0.0,0.10714285714285714,0.0,21.0,Extreme Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-27,-195.841458,18.0,1.0,330.11833333333334,0.0,0.0,0.05555555555555555,0.0,10.0,Extreme Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-28,933.1705380000001,71.0,26.0,514.1759154929579,0.0,0.0,0.36619718309859156,0.0,16.0,Extreme Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-01,109.593094,27.0,12.0,617.1918518518519,0.0,0.0,0.4444444444444444,0.0,20.0,Extreme Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-02,349.120926,21.0,8.0,1106.6938095238095,1.0,0.0,0.38095238095238093,999999999.9999999,26.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-03,376.017126,33.0,12.0,591.2160606060606,0.0,0.0,0.36363636363636365,0.0,33.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-04,444.266681,32.0,7.0,502.82343749999995,14.0,0.0,0.21875,14000000000.0,15.0,Extreme Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-05,423.183256,21.0,6.0,550.0914285714287,7.0,0.0,0.2857142857142857,7000000000.0,20.0,Extreme Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-06,102.92652000000001,12.0,6.0,742.9966666666666,1.0,0.0,0.5,999999999.9999999,25.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-07,781.6705509999999,62.0,16.0,463.668064516129,26.0,1.0,0.25806451612903225,25.999999973999998,34.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-08,119.3611,31.0,7.0,449.9274193548388,0.0,0.0,0.22580645161290322,0.0,28.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-09,0.0,8.0,0.0,827.6537500000001,2.0,0.0,0.0,1999999999.9999998,27.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-10,0.0,16.0,0.0,734.356875,1.0,0.0,0.0,999999999.9999999,20.0,Extreme Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-11,266.83711100000005,32.0,4.0,504.60375,6.0,0.0,0.125,6000000000.0,24.0,Extreme Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-12,78.714444,7.0,3.0,738.5457142857142,0.0,0.0,0.42857142857142855,0.0,34.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-13,-1.2672399999999993,9.0,2.0,364.46555555555557,5.0,0.0,0.2222222222222222,5000000000.0,45.0,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-15,202.313183,36.0,30.0,837.456111111111,0.0,0.0,0.8333333333333334,0.0,46.0,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-16,-6.342484000000001,7.0,2.0,569.8328571428572,0.0,0.0,0.2857142857142857,0.0,30.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-17,-31.277088,3.0,0.0,705.3433333333334,0.0,0.0,0.0,0.0,32.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-19,-2.8135689999999993,12.0,2.0,485.3908333333333,0.0,0.0,0.16666666666666666,0.0,32.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-20,-147.78931200000002,20.0,14.0,769.2384999999999,0.0,3.0,0.7,0.0,49.0,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-21,39.1247,6.0,2.0,494.46000000000004,0.0,0.0,0.3333333333333333,0.0,31.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-22,-1184.046158,11.0,0.0,340.78363636363633,0.0,11.0,0.0,0.0,32.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-23,0.0,2.0,0.0,374.475,0.0,0.0,0.0,0.0,30.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-24,-216.43170300000003,25.0,10.0,545.196,0.0,2.0,0.4,0.0,45.0,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-25,87.95347999999998,3.0,1.0,377.80999999999995,0.0,0.0,0.3333333333333333,0.0,46.0,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-26,69.285,3.0,1.0,749.9666666666667,2.0,0.0,0.3333333333333333,1999999999.9999998,47.0,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-30,0.0,3.0,0.0,250.07333333333335,3.0,0.0,0.0,3000000000.0,32.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-31,798.187528,16.0,5.0,471.55499999999995,0.0,0.0,0.3125,0.0,34.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-01,-680.2874629999999,19.0,6.0,247.43947368421058,0.0,10.0,0.3157894736842105,0.0,34.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-02,93.006465,4.0,3.0,405.9275,0.0,0.0,0.75,0.0,44.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-03,7.052034,14.0,2.0,635.2357142857144,2.0,0.0,0.14285714285714285,1999999999.9999998,25.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-04,0.0,2.0,0.0,874.78,1.0,0.0,0.0,999999999.9999999,28.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-05,-132.88134,25.0,10.0,586.6572,0.0,0.0,0.4,0.0,30.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-06,-1400.5515480000001,15.0,4.0,661.3813333333334,0.0,2.0,0.26666666666666666,0.0,34.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-07,-5651.552238,48.0,7.0,569.6545833333333,0.0,14.0,0.14583333333333334,0.0,23.0,Extreme Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-08,-6745.027413999999,42.0,11.0,700.9559523809525,2.0,17.0,0.2619047619047619,0.117647058816609,24.0,Extreme Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-09,-3911.273892,56.0,26.0,638.1583928571428,0.0,17.0,0.4642857142857143,0.0,18.0,Extreme Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-10,258.032458,21.0,8.0,520.317619047619,7.0,1.0,0.38095238095238093,6.999999992999999,39.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-11,608.246567,28.0,17.0,378.8592857142857,3.0,2.0,0.6071428571428571,1.49999999925,25.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-12,3105.9202689999997,41.0,24.0,550.1919512195121,4.0,3.0,0.5853658536585366,1.3333333328888888,43.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-13,490.32631200000003,26.0,10.0,601.84,12.0,0.0,0.38461538461538464,12000000000.0,45.0,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-14,263.769257,7.0,5.0,377.75428571428574,2.0,0.0,0.7142857142857143,1999999999.9999998,31.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-16,17.022667,11.0,3.0,768.989090909091,4.0,0.0,0.2727272727272727,3999999999.9999995,29.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-17,169.675835,29.0,15.0,456.53827586206893,7.0,8.0,0.5172413793103449,0.874999999890625,30.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-19,64.128219,2.0,2.0,375.075,0.0,2.0,1.0,0.0,32.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-20,12.652267000000005,21.0,11.0,580.8100000000001,5.0,2.0,0.5238095238095238,2.49999999875,37.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-21,-2.1503300000000003,12.0,5.0,249.97833333333332,1.0,0.0,0.4166666666666667,999999999.9999999,39.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-22,-282.266207,14.0,1.0,343.83357142857136,0.0,0.0,0.07142857142857142,0.0,47.0,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-23,511.72034299999996,45.0,16.0,336.5462222222222,9.0,6.0,0.35555555555555557,1.49999999975,72.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-24,350.89663800000005,24.0,6.0,396.0429166666666,6.0,1.0,0.25,5.9999999939999995,63.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-25,0.0,7.0,0.0,392.83714285714285,3.0,0.0,0.0,3000000000.0,60.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-26,147.607393,18.0,4.0,288.91611111111115,4.0,0.0,0.2222222222222222,3999999999.9999995,65.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-27,361.183441,13.0,9.0,370.71153846153845,1.0,2.0,0.6923076923076923,0.49999999975,61.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-28,146.420556,9.0,8.0,360.8011111111111,0.0,3.0,0.8888888888888888,0.0,54.0,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-29,30.495403,7.0,1.0,356.97142857142853,0.0,1.0,0.14285714285714285,0.0,60.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-05-01,37.385304,7.0,1.0,299.0128571428572,0.0,0.0,0.14285714285714285,0.0,53.0,Neutral
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-14,0.0,1.0,0.0,24979.8,1.0,0.0,0.0,999999999.9999999,83.0,Extreme Greed
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-19,7440.638159,89.0,36.0,5090.390786516854,0.0,0.0,0.4044943820224719,0.0,75.0,Extreme Greed
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-20,53635.529649000004,238.0,99.0,9628.82474789916,0.0,9.0,0.41596638655462187,0.0,74.0,Greed
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-27,357.346725,18.0,9.0,7190.583333333332,0.0,0.0,0.5,0.0,74.0,Greed
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-30,2227.1865900000007,38.0,25.0,6536.572105263158,0.0,0.0,0.6578947368421053,0.0,65.0,Greed
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-08,0.0,139.0,0.0,5040.074460431655,0.0,0.0,0.0,0.0,70.0,Greed
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-09,35352.95374,96.0,56.0,7755.243541666667,0.0,0.0,0.5833333333333334,0.0,69.0,Greed
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-10,2812.7685000000006,27.0,27.0,4195.841481481481,0.0,0.0,1.0,0.0,50.0,Neutral
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-12,927.412681,390.0,390.0,830.1821794871795,0.0,0.0,1.0,0.0,62.0,Greed
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-13,0.0,23.0,0.0,6845.160434782609,0.0,0.0,0.0,0.0,61.0,Greed
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-16,13963.52,4.0,4.0,42850.549999999996,0.0,0.0,1.0,0.0,75.0,Extreme Greed
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-19,1519.7698219999997,30.0,20.0,3916.7593333333334,0.0,0.0,0.6666666666666666,0.0,77.0,Extreme Greed
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-20,-2427.873799,43.0,0.0,2596.646976744186,0.0,0.0,0.0,0.0,76.0,Extreme Greed
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-20,0.0,13.0,0.0,1538.4553846153844,13.0,0.0,0.0,13000000000.0,49.0,Neutral
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-24,856.47373,41.0,7.0,5876.914634146341,0.0,0.0,0.17073170731707318,0.0,49.0,Neutral
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-25,11271.895074,215.0,114.0,5634.781581395349,0.0,0.0,0.5302325581395348,0.0,25.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-26,22137.551237999996,50.0,50.0,8442.7216,0.0,0.0,1.0,0.0,21.0,Extreme Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-27,503.31943,12.0,4.0,8378.118333333334,0.0,0.0,0.3333333333333333,0.0,10.0,Extreme Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-28,22299.186494999998,89.0,72.0,14857.899887640451,0.0,0.0,0.8089887640449438,0.0,16.0,Extreme Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-03,0.0,19.0,0.0,10522.962631578948,0.0,0.0,0.0,0.0,33.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-04,0.0,155.0,0.0,5549.306774193548,0.0,0.0,0.0,0.0,15.0,Extreme Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-06,5109.859504,15.0,5.0,9685.342,0.0,0.0,0.3333333333333333,0.0,25.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-07,0.0,57.0,0.0,1755.7517543859651,0.0,0.0,0.0,0.0,34.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-10,0.08712,114.0,1.0,5590.744561403508,0.0,0.0,0.008771929824561403,0.0,20.0,Extreme Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-11,0.0,84.0,0.0,3216.501666666667,0.0,0.0,0.0,0.0,24.0,Extreme Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-13,0.0,15.0,0.0,4349.66,0.0,0.0,0.0,0.0,45.0,Neutral
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-20,4839.59228,195.0,151.0,3233.520923076923,0.0,0.0,0.7743589743589744,0.0,49.0,Neutral
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-21,0.0,17.0,0.0,1470.5794117647058,0.0,0.0,0.0,0.0,31.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-22,4350.379248,53.0,53.0,1308.6299999999999,0.0,0.0,1.0,0.0,32.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-23,2897.148962,76.0,26.0,3986.6614473684203,0.0,0.0,0.34210526315789475,0.0,30.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-24,48946.705539,185.0,185.0,6360.884432432433,0.0,0.0,1.0,0.0,45.0,Neutral
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-25,30531.101,50.0,50.0,12797.315200000001,0.0,0.0,1.0,0.0,46.0,Neutral
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-26,9261.449882,140.0,85.0,4924.360357142857,0.0,0.0,0.6071428571428571,0.0,47.0,Neutral
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-29,314.6728,23.0,3.0,15232.22,0.0,0.0,0.13043478260869565,0.0,26.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-30,5362.529221999999,21.0,21.0,12161.259047619047,0.0,0.0,1.0,0.0,32.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-31,4750.810994,47.0,26.0,9463.057446808509,0.0,0.0,0.5531914893617021,0.0,34.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-02,444.20519799999994,16.0,10.0,37473.885624999995,0.0,0.0,0.625,0.0,44.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-03,0.0,60.0,0.0,16666.611,0.0,0.0,0.0,0.0,25.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-04,0.0,51.0,0.0,8264.040980392158,0.0,0.0,0.0,0.0,28.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-05,31134.240601999998,102.0,102.0,5175.765784313725,0.0,0.0,1.0,0.0,30.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-06,0.0,103.0,0.0,5508.490970873787,0.0,0.0,0.0,0.0,34.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-07,13642.628142999998,189.0,40.0,7781.819788359788,0.0,0.0,0.21164021164021163,0.0,23.0,Extreme Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-08,221.0,3.0,1.0,52275.0,0.0,0.0,0.3333333333333333,0.0,24.0,Extreme Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-09,107892.62706,290.0,137.0,17935.846448275865,0.0,0.0,0.4724137931034483,0.0,18.0,Extreme Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-10,84856.33533999999,222.0,80.0,26118.34243243243,0.0,0.0,0.36036036036036034,0.0,39.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-11,122461.112004,74.0,74.0,24390.136216216215,0.0,0.0,1.0,0.0,25.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-12,0.0,68.0,0.0,16878.26676470588,0.0,0.0,0.0,0.0,43.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-14,21531.8321,76.0,56.0,26925.528815789472,0.0,0.0,0.7368421052631579,0.0,31.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-15,0.0,51.0,0.0,3354.1174509803927,0.0,0.0,0.0,0.0,38.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-16,3088.0,1.0,1.0,166444.0,0.0,0.0,1.0,0.0,29.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-17,-110.0,6.0,0.0,28273.66666666667,0.0,0.0,0.0,0.0,30.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-21,-681.2981900000002,23.0,0.0,30543.595652173917,0.0,0.0,0.0,0.0,39.0,Fear
